id,name,court,decision_year,case_url,citation_count
2602549,Mahlum v. Seattle School District No. 1,Washington Supreme Court,1944,https://static.case.law/wash-2d/21/cases/0089-01.json,8
5280513,Anderson v. Harrison,Washington Supreme Court,1940,https://static.case.law/wash-2d/4/cases/0265-01.json,18
823864,Brothers v. Grays Harbor Building Co.,Washington Supreme Court,1929,https://static.case.law/wash/152/cases/0019-01.json,21
807348,Poth v. Dexter Horton Estate,Washington Supreme Court,1926,https://static.case.law/wash/140/cases/0272-01.json,10
552831,Lewinn v. Murphy,Washington Supreme Court,1911,https://static.case.law/wash/63/cases/0356-01.json,27
1963381,Trudeau v. Snohomish Auto Freight Co.,Washington Supreme Court,1939,https://static.case.law/wash-2d/1/cases/0574-01.json,9
855654,Auerbach v. Webb,Washington Supreme Court,1932,https://static.case.law/wash/170/cases/0567-01.json,11
4926195,Carr v. Martin,Washington Supreme Court,1950,https://static.case.law/wash-2d/35/cases/0753-01.json,12
811959,McCormick v. Index Stages Inc.,Washington Supreme Court,1926,https://static.case.law/wash/137/cases/0507-01.json,5
4906843,Nopson v. City of Seattle,Washington Supreme Court,1949,https://static.case.law/wash-2d/33/cases/0772-01.json,39
875511,Armstrong v. City of Seattle,Washington Supreme Court,1934,https://static.case.law/wash/180/cases/0039-01.json,10
620616,Kincaid v. City of Seattle,Washington Supreme Court,1913,https://static.case.law/wash/74/cases/0617-01.json,29
2553009,Boitano v. Snohomish County,Washington Supreme Court,1941,https://static.case.law/wash-2d/11/cases/0664-01.json,21
5281483,Knapp Brick & Tile Co. v. Skagit County,Washington Supreme Court,1940,https://static.case.law/wash-2d/4/cases/0152-01.json,11
701978,Whiteside v. Benton County,Washington Supreme Court,1921,https://static.case.law/wash/114/cases/0463-01.json,8
2595979,Gile v. Nielsen,Washington Supreme Court,1944,https://static.case.law/wash-2d/20/cases/0001-01.json,3
1279441,Tope v. King County,Washington Supreme Court,1937,https://static.case.law/wash/189/cases/0463-01.json,10
561149,Wood v. City of Tacoma,Washington Supreme Court,1911,https://static.case.law/wash/66/cases/0266-01.json,4
2423990,James v. Ellis,Washington Supreme Court,1954,https://static.case.law/wash-2d/44/cases/0599-01.json,12
5008703,Bradshaw v. City of Seattle,Washington Supreme Court,1953,https://static.case.law/wash-2d/43/cases/0766-01.json,26
2504847,Burr v. Clark,Washington Supreme Court,1948,https://static.case.law/wash-2d/30/cases/0149-01.json,12
566958,State v. Tice,Washington Supreme Court,1912,https://static.case.law/wash/69/cases/0403-01.json,5
754470,Vail v. Seaborg,Washington Supreme Court,1922,https://static.case.law/wash/120/cases/0126-01.json,11
996439,Snively v. Jaber,Washington Supreme Court,1956,https://static.case.law/wash-2d/48/cases/0815-01.json,8
996397,Downie v. Cooledge,Washington Supreme Court,1956,https://static.case.law/wash-2d/48/cases/0485-01.json,6
594069,Schade Brewing Co. v. Chicago Milwaukee & Puget Sound Railway Co.,Washington Supreme Court,1914,https://static.case.law/wash/79/cases/0651-01.json,7
622598,Patrick v. Smith,Washington Supreme Court,1913,https://static.case.law/wash/75/cases/0407-01.json,4
2422382,Fairview Lumber Co. v. Makos,Washington Supreme Court,1954,https://static.case.law/wash-2d/44/cases/0131-01.json,16
4988659,Sutton v. Mathews,Washington Supreme Court,1952,https://static.case.law/wash-2d/41/cases/0064-01.json,12
5010053,Holland Furnace Co. v. Korth,Washington Supreme Court,1953,https://static.case.law/wash-2d/43/cases/0618-01.json,9
869805,Webster v. L. Romano Engineering Corp.,Washington Supreme Court,1934,https://static.case.law/wash/178/cases/0118-01.json,25
5007067,Paulson v. Higgins,Washington Supreme Court,1953,https://static.case.law/wash-2d/43/cases/0081-01.json,21
2428154,Peterson v. King County,Washington Supreme Court,1954,https://static.case.law/wash-2d/45/cases/0860-01.json,4
996384,Lunz v. Neuman,Washington Supreme Court,1955,https://static.case.law/wash-2d/48/cases/0026-01.json,5
1005793,Traverso v. Pupo,Washington Supreme Court,1957,https://static.case.law/wash-2d/51/cases/0149-01.json,7
1005761,Barnes v. Labor Hall Ass'n,Washington Supreme Court,1957,https://static.case.law/wash-2d/51/cases/0421-01.json,8
639294,State ex rel. Whitten v. City of Spokane,Washington Supreme Court,1916,https://static.case.law/wash/92/cases/0667-01.json,6
630262,Jacobs v. City of Seattle,Washington Supreme Court,1916,https://static.case.law/wash/93/cases/0171-01.json,0
642559,Dahlgren v. Chicago Milwaukee & Puget Sound Railway Co.,Washington Supreme Court,1915,https://static.case.law/wash/85/cases/0395-01.json,0
598958,State ex rel. Davis v. Superior Court,Washington Supreme Court,1915,https://static.case.law/wash/84/cases/0252-01.json,5
674942,State ex rel. Hill v. Port of Seattle,Washington Supreme Court,1919,https://static.case.law/wash/104/cases/0634-01.json,4
570567,State ex rel. Huggins v. Bridges,Washington Supreme Court,1917,https://static.case.law/wash/97/cases/0553-01.json,1
594041,State v. Pitney,Washington Supreme Court,1914,https://static.case.law/wash/79/cases/0608-01.json,6
864557,Holmquist v. Queen City Construction Co.,Washington Supreme Court,1934,https://static.case.law/wash/175/cases/0681-01.json,4
809918,Wong Kee Jun v. City of Seattle,Washington Supreme Court,1927,https://static.case.law/wash/143/cases/0479-01.json,44
670279,Great Northern Railway Co. v. State,Washington Supreme Court,1918,https://static.case.law/wash/102/cases/0348-01.json,6
842532,Phillips v. Phillips,Washington Supreme Court,1931,https://static.case.law/wash/165/cases/0616-01.json,12
809922,Marshall v. Whatcom County,Washington Supreme Court,1927,https://static.case.law/wash/143/cases/0506-01.json,2
552695,Harvey v. Northern Pacific Railway Co.,Washington Supreme Court,1911,https://static.case.law/wash/63/cases/0669-01.json,3
557208,Kanton v. Kelly,Washington Supreme Court,1911,https://static.case.law/wash/65/cases/0614-01.json,5
478676,Hutteball v. Montgomery,Washington Supreme Court,1936,https://static.case.law/wash/187/cases/0516-01.json,6
845060,Cole v. Schaub,Washington Supreme Court,1931,https://static.case.law/wash/164/cases/0162-01.json,14
698391,Van Liew v. Atwood,Washington Supreme Court,1921,https://static.case.law/wash/115/cases/0580-01.json,1
845055,Bell v. Northwest Cities Gas Co.,Washington Supreme Court,1931,https://static.case.law/wash/164/cases/0450-01.json,11
698321,Spencer v. Magrini,Washington Supreme Court,1921,https://static.case.law/wash/115/cases/0029-01.json,0
862677,Graves v. Mickel,Washington Supreme Court,1934,https://static.case.law/wash/176/cases/0329-01.json,5
814154,Reincke v. Tacoma Railway & Power Co.,Washington Supreme Court,1926,https://static.case.law/wash/138/cases/0304-01.json,0
809939,Hamm v. City of Seattle,Washington Supreme Court,1927,https://static.case.law/wash/143/cases/0700-01.json,3
622547,Casassa v. City of Seattle,Washington Supreme Court,1913,https://static.case.law/wash/75/cases/0367-01.json,13
662949,Jorguson v. City of Seattle,Washington Supreme Court,1914,https://static.case.law/wash/80/cases/0126-01.json,21
838686,Aliverti v. City of Walla,Washington Supreme Court,1931,https://static.case.law/wash/162/cases/0487-01.json,12
800991,Southworth v. City of Seattle,Washington Supreme Court,1927,https://static.case.law/wash/145/cases/0138-01.json,6
622572,Provident Trust Co. v. City of Spokane,Washington Supreme Court,1913,https://static.case.law/wash/75/cases/0217-01.json,2
1283430,Decker v. State,Washington Supreme Court,1936,https://static.case.law/wash/188/cases/0222-01.json,7
2603879,Snavely v. City of Goldendale,Washington Supreme Court,1941,https://static.case.law/wash-2d/10/cases/0453-01.json,8
857503,Fix v. City of Tacoma,Washington Supreme Court,1933,https://static.case.law/wash/171/cases/0196-01.json,5
849980,Litka v. City of Anacortes,Washington Supreme Court,1932,https://static.case.law/wash/167/cases/0259-01.json,7
802266,Netherlands American Mortgage Bank v. City of Centralia,Washington Supreme Court,1927,https://static.case.law/wash/144/cases/0315-01.json,2
1283505,McPherson v. Wakamatsu,Washington Supreme Court,1936,https://static.case.law/wash/188/cases/0320-01.json,7
875525,Thornton v. Eneroth,Washington Supreme Court,1934,https://static.case.law/wash/180/cases/0250-01.json,7
598988,Bunck v. McAulay,Washington Supreme Court,1915,https://static.case.law/wash/84/cases/0473-01.json,1
859399,State v. Eckert,Washington Supreme Court,1933,https://static.case.law/wash/173/cases/0093-01.json,3
2577613,Billingsley v. Rovig-Temple Co.,Washington Supreme Court,1943,https://static.case.law/wash-2d/16/cases/0202-01.json,25
837060,Martin v. Hadenfeldt,Washington Supreme Court,1930,https://static.case.law/wash/157/cases/0563-01.json,1
2572387,Hardman v. Younkers,Washington Supreme Court,1942,https://static.case.law/wash-2d/15/cases/0483-01.json,25
685710,Moore v. Roddie,Washington Supreme Court,1919,https://static.case.law/wash/106/cases/0548-01.json,2
677877,Moore v. Roddie,Washington Supreme Court,1918,https://static.case.law/wash/103/cases/0386-01.json,4
794009,Osborne v. Charbneau,Washington Supreme Court,1928,https://static.case.law/wash/148/cases/0359-01.json,2
648958,Anderson v. Northern Pacific Railway Co.,Washington Supreme Court,1915,https://static.case.law/wash/88/cases/0139-01.json,1
5292738,Tutewiler v. Shannon,Washington Supreme Court,1941,https://static.case.law/wash-2d/8/cases/0023-01.json,11
1351199,Weaver v. Windust,Washington Supreme Court,1938,https://static.case.law/wash/195/cases/0240-01.json,7
849920,Martin v. Bear,Washington Supreme Court,1932,https://static.case.law/wash/167/cases/0327-01.json,1
857489,Eubanks v. Kielsmeier,Washington Supreme Court,1933,https://static.case.law/wash/171/cases/0484-01.json,15
552657,Scarpelli v. Washington Water Power Co.,Washington Supreme Court,1911,https://static.case.law/wash/63/cases/0018-01.json,7
566897,Wodnik v. Luna Park Amusement Co.,Washington Supreme Court,1912,https://static.case.law/wash/69/cases/0638-01.json,5
2547770,DeHaas v. Cascade Frozen Foods Inc.,Washington Supreme Court,1945,https://static.case.law/wash-2d/23/cases/0754-01.json,8
2603521,Waddams v. Wright,Washington Supreme Court,1944,https://static.case.law/wash-2d/21/cases/0603-01.json,8
1292839,Maeda v. Department of Labor & Industries,Washington Supreme Court,1937,https://static.case.law/wash/192/cases/0087-01.json,5
1281115,Wood v. A. H. Chambers Packing Co.,Washington Supreme Court,1937,https://static.case.law/wash/190/cases/0411-01.json,18
875524,Blankenship v. Department of Labor & Industries,Washington Supreme Court,1934,https://static.case.law/wash/180/cases/0108-01.json,4
859383,Hill v. Department of Labor & Industries,Washington Supreme Court,1933,https://static.case.law/wash/173/cases/0575-01.json,5
842510,Haaga v. Saginaw Logging Co.,Washington Supreme Court,1931,https://static.case.law/wash/165/cases/0367-01.json,15
837083,Hama Hama Logging Co. v. Department of Labor & Industries,Washington Supreme Court,1930,https://static.case.law/wash/157/cases/0096-01.json,4
749726,Hoffman v. Hansen,Washington Supreme Court,1921,https://static.case.law/wash/118/cases/0073-01.json,5
1281146,McGrail v. Department of Labor & Industries,Washington Supreme Court,1937,https://static.case.law/wash/190/cases/0272-01.json,16
484951,Young v. Department of Labor & Industries,Washington Supreme Court,1939,https://static.case.law/wash/200/cases/0138-01.json,4
2547563,Seattle Aerie No. 1 of Fraternal Order of Eagles v. Commissioner of Unemployment Compensation & Placement,Washington Supreme Court,1945,https://static.case.law/wash-2d/23/cases/0167-01.json,39
817679,Hinds v. Department of Labor & Industries,Washington Supreme Court,1928,https://static.case.law/wash/150/cases/0230-01.json,4
618007,North Bend Lumber Co. v. Chicago Milwaukee & Puget Sound Railway Co.,Washington Supreme Court,1913,https://static.case.law/wash/76/cases/0232-01.json,21
551034,Glover v. Richardson & Elmer Co.,Washington Supreme Court,1911,https://static.case.law/wash/64/cases/0403-01.json,14
613151,Cary v. Sparkman & McLean Co.,Washington Supreme Court,1911,https://static.case.law/wash/62/cases/0363-01.json,5
2571951,Clausen v. Department of Labor & Industries,Washington Supreme Court,1942,https://static.case.law/wash-2d/15/cases/0062-01.json,19
1308327,Hubbard v. Department of Labor & Industries,Washington Supreme Court,1939,https://static.case.law/wash/198/cases/0354-01.json,16
2546250,Pearson v. Aluminum Co. of America,Washington Supreme Court,1945,https://static.case.law/wash-2d/23/cases/0403-01.json,7
842553,White v. Shafer Bros. Lumber & Door Co.,Washington Supreme Court,1931,https://static.case.law/wash/165/cases/0298-01.json,1
788688,Bristow v. Department of Labor & Industries,Washington Supreme Court,1926,https://static.case.law/wash/139/cases/0247-01.json,4
780479,Brown v. Department of Labor & Industries,Washington Supreme Court,1925,https://static.case.law/wash/135/cases/0327-01.json,2
2587616,Leary v. Department of Labor & Industries,Washington Supreme Court,1943,https://static.case.law/wash-2d/18/cases/0532-01.json,10
862682,Hobson v. Department of Labor & Industries,Washington Supreme Court,1934,https://static.case.law/wash/176/cases/0023-01.json,1
855692,Carroll v. Western Union Telegraph Co.,Washington Supreme Court,1932,https://static.case.law/wash/170/cases/0600-01.json,2
560983,Cole v. Spokane Gas & Fuel Co.,Washington Supreme Court,1911,https://static.case.law/wash/66/cases/0393-01.json,0
620561,Johnson v. Columbia & Puget Sound Railway Co.,Washington Supreme Court,1913,https://static.case.law/wash/74/cases/0417-01.json,3
618014,Commissioners Commercial Waterway District No. 2 v. Seattle Factory Sites Co.,Washington Supreme Court,1913,https://static.case.law/wash/76/cases/0181-01.json,2
1963401,Washington Recorder Publishing Co. v. Ernst,Washington Supreme Court,1939,https://static.case.law/wash-2d/1/cases/0545-01.json,11
2577798,Strand v. State,Washington Supreme Court,1943,https://static.case.law/wash-2d/16/cases/0107-01.json,29
645137,Hill v. Newell,Washington Supreme Court,1915,https://static.case.law/wash/86/cases/0227-01.json,4
691163,George v. Pierce County,Washington Supreme Court,1920,https://static.case.law/wash/111/cases/0495-01.json,4
615418,Sartori v. Denny-Renton Clay & Coal Co.,Washington Supreme Court,1913,https://static.case.law/wash/77/cases/0166-01.json,0
483436,Glenn v. Wagner,Washington Supreme Court,1939,https://static.case.law/wash/199/cases/0160-01.json,3
748273,Harper v. Holston,Washington Supreme Court,1922,https://static.case.law/wash/119/cases/0436-01.json,0
696408,Rue v. Oregon & Washington Railroad,Washington Supreme Court,1920,https://static.case.law/wash/109/cases/0436-01.json,4
557209,Spinning v. Pugh,Washington Supreme Court,1911,https://static.case.law/wash/65/cases/0490-01.json,0
552700,Bilger v. State,Washington Supreme Court,1911,https://static.case.law/wash/63/cases/0457-01.json,9
2532534,Norm Advertising Inc. v. Monroe Street Lumber Co.,Washington Supreme Court,1946,https://static.case.law/wash-2d/25/cases/0391-01.json,9
651393,Clark Lloyd Lumber Co. v. Puget Sound & Cascade Railway Co.,Washington Supreme Court,1917,https://static.case.law/wash/96/cases/0313-01.json,1
639322,Clark Lloyd Lumber Co. v. Puget Sound & Cascade Railway Co.,Washington Supreme Court,1916,https://static.case.law/wash/92/cases/0601-01.json,6
2545940,Dyal v. Fire Companies Adjustment Bureau Inc.,Washington Supreme Court,1945,https://static.case.law/wash-2d/23/cases/0515-01.json,7
5278506,Eckerson v. Ford's Prairie School District No. 11,Washington Supreme Court,1940,https://static.case.law/wash-2d/3/cases/0475-01.json,12
627753,Hellan v. Supply Laundry Co.,Washington Supreme Court,1917,https://static.case.law/wash/94/cases/0683-01.json,1
1351261,Banks v. Seattle School District No. 1,Washington Supreme Court,1938,https://static.case.law/wash/195/cases/0321-01.json,10
5300411,Olsen v. John Hamrick's Tacoma Theatres,Washington Supreme Court,1941,https://static.case.law/wash-2d/9/cases/0380-01.json,12
5281088,Berglund v. Spokane County,Washington Supreme Court,1940,https://static.case.law/wash-2d/4/cases/0309-01.json,23
2532613,Larson v. City of Seattle,Washington Supreme Court,1946,https://static.case.law/wash-2d/25/cases/0291-01.json,24
5305033,Carbery v. Fidelity Savings & Loan Ass'n,Washington Supreme Court,1949,https://static.case.law/wash-2d/32/cases/0391-01.json,7
5265386,Wiggins v. North Coast Transportation Co.,Washington Supreme Court,1940,https://static.case.law/wash-2d/2/cases/0446-01.json,18
842516,Wade v. North Coast Transportation Co.,Washington Supreme Court,1931,https://static.case.law/wash/165/cases/0418-01.json,2
768380,Kolbe v. Public Market Delivery & Transfer,Washington Supreme Court,1924,https://static.case.law/wash/130/cases/0302-01.json,5
683755,Singer v. Metz Co.,Washington Supreme Court,1919,https://static.case.law/wash/107/cases/0562-01.json,3
2514353,Kay v. Occidental Life Insurance,Washington Supreme Court,1947,https://static.case.law/wash-2d/28/cases/0300-01.json,22
591390,Wile v. Northern Pacific Railway Co.,Washington Supreme Court,1913,https://static.case.law/wash/72/cases/0082-01.json,6
1351190,Cassels v. City of Seattle,Washington Supreme Court,1938,https://static.case.law/wash/195/cases/0433-01.json,5
609618,Topping v. Great Northern Railway Co.,Washington Supreme Court,1914,https://static.case.law/wash/81/cases/0166-01.json,4
746633,Hayes v. Staples,Washington Supreme Court,1924,https://static.case.law/wash/129/cases/0436-01.json,8
793960,Richardson & Holland Inc. v. Owen,Washington Supreme Court,1928,https://static.case.law/wash/148/cases/0583-01.json,11
594131,Torgeson v. Hanford,Washington Supreme Court,1914,https://static.case.law/wash/79/cases/0056-01.json,4
2510162,Spalding v. Department of Labor & Industries,Washington Supreme Court,1947,https://static.case.law/wash-2d/29/cases/0115-01.json,21
2604052,Graham v. Police & Firemen's Insurance,Washington Supreme Court,1941,https://static.case.law/wash-2d/10/cases/0288-01.json,7
2497552,Tonkovich v. Department of Labor & Industries,Washington Supreme Court,1948,https://static.case.law/wash-2d/31/cases/0220-01.json,13
782360,Peterson v. Yakima County,Washington Supreme Court,1925,https://static.case.law/wash/134/cases/0504-01.json,0
871953,Evans v. City of Seattle,Washington Supreme Court,1935,https://static.case.law/wash/182/cases/0450-01.json,3
842489,Storm v. Goldberg,Washington Supreme Court,1931,https://static.case.law/wash/165/cases/0036-01.json,1
845067,Burge v. Anderson,Washington Supreme Court,1931,https://static.case.law/wash/164/cases/0509-01.json,7
821902,Skates v. Conniff,Washington Supreme Court,1929,https://static.case.law/wash/153/cases/0538-01.json,0
873820,Marlowe v. Patrick,Washington Supreme Court,1935,https://static.case.law/wash/181/cases/0647-01.json,7
1963334,Clark v. City of Bremerton,Washington Supreme Court,1939,https://static.case.law/wash-2d/1/cases/0689-01.json,1
759347,Hoopman v. City of Seattle,Washington Supreme Court,1922,https://static.case.law/wash/122/cases/0379-01.json,2
483473,Crown v. Miller,Washington Supreme Court,1939,https://static.case.law/wash/199/cases/0354-01.json,13
1308308,Miller v. Mohr,Washington Supreme Court,1939,https://static.case.law/wash/198/cases/0619-01.json,22
845047,Rich v. Campbell,Washington Supreme Court,1931,https://static.case.law/wash/164/cases/0393-01.json,7
483422,Hinz v. Stoller,Washington Supreme Court,1939,https://static.case.law/wash/199/cases/0611-01.json,0
5284762,Livermore v. Northwest Airlines Inc.,Washington Supreme Court,1940,https://static.case.law/wash-2d/6/cases/0001-01.json,33
631968,Olive Co. v. Meek,Washington Supreme Court,1916,https://static.case.law/wash/91/cases/0169-01.json,3
1292766,Kirsch v. Kirsch,Washington Supreme Court,1937,https://static.case.law/wash/192/cases/0156-01.json,1
630258,Godefroy v. Hupp,Washington Supreme Court,1916,https://static.case.law/wash/93/cases/0371-01.json,5
2523992,Tomlinson v. Bean,Washington Supreme Court,1946,https://static.case.law/wash-2d/26/cases/0354-01.json,1
2558868,State v. Williams,Washington Supreme Court,1941,https://static.case.law/wash-2d/12/cases/0016-01.json,1
869803,Huff v. Huff,Washington Supreme Court,1934,https://static.case.law/wash/178/cases/0684-01.json,5
4999141,State ex rel. Schoblom v. Anacortes Veneer Inc.,Washington Supreme Court,1953,https://static.case.law/wash-2d/42/cases/0338-01.json,6
4989132,Mid-County Publishers Inc. v. LeMay,Washington Supreme Court,1953,https://static.case.law/wash-2d/41/cases/0852-01.json,6
4988589,Cugini v. McPhail,Washington Supreme Court,1953,https://static.case.law/wash-2d/41/cases/0804-01.json,4
4985950,Pederson v. Pederson,Washington Supreme Court,1952,https://static.case.law/wash-2d/41/cases/0368-01.json,0
4986739,Simpson v. Hutchings,Washington Supreme Court,1952,https://static.case.law/wash-2d/41/cases/0287-01.json,3
4986563,Becwar v. Bear,Washington Supreme Court,1952,https://static.case.law/wash-2d/41/cases/0037-01.json,10
4975080,Jones v. Bard,Washington Supreme Court,1952,https://static.case.law/wash-2d/40/cases/0877-01.json,12
4977188,Hubbell v. Ward,Washington Supreme Court,1952,https://static.case.law/wash-2d/40/cases/0779-01.json,12
4977847,Evans v. Continental Casualty Co.,Washington Supreme Court,1952,https://static.case.law/wash-2d/40/cases/0614-01.json,1
4980115,Lopeman v. Gee,Washington Supreme Court,1952,https://static.case.law/wash-2d/40/cases/0586-01.json,6
4977502,J. A. Wiley Co. v. Riggle,Washington Supreme Court,1952,https://static.case.law/wash-2d/40/cases/0339-01.json,0
4977130,Huff v. Boundy,Washington Supreme Court,1952,https://static.case.law/wash-2d/40/cases/0203-01.json,3
4980014,Erickson v. Kongsli,Washington Supreme Court,1952,https://static.case.law/wash-2d/40/cases/0079-01.json,4
4973945,Jeffery v. Hanson,Washington Supreme Court,1952,https://static.case.law/wash-2d/39/cases/0855-01.json,5
4975290,Davis v. Gibbs,Washington Supreme Court,1951,https://static.case.law/wash-2d/39/cases/0481-01.json,8
4975403,La Lone v. Smith,Washington Supreme Court,1951,https://static.case.law/wash-2d/39/cases/0167-01.json,7
4977413,Hill v. City of Tacoma,Washington Supreme Court,1952,https://static.case.law/wash-2d/40/cases/0718-01.json,0
4988389,Nethery v. Olson,Washington Supreme Court,1952,https://static.case.law/wash-2d/41/cases/0173-01.json,8
5001415,Eliason v. Walker,Washington Supreme Court,1953,https://static.case.law/wash-2d/42/cases/0473-01.json,4
4977089,Brown v. VanTuyl,Washington Supreme Court,1952,https://static.case.law/wash-2d/40/cases/0364-01.json,5
4947770,Coovert v. Ingwersen,Washington Supreme Court,1951,https://static.case.law/wash-2d/37/cases/0797-01.json,0
2418644,Gronlund v. Andersson,Washington Supreme Court,1951,https://static.case.law/wash-2d/38/cases/0060-01.json,8
4914878,Darnell v. Noel,Washington Supreme Court,1949,https://static.case.law/wash-2d/34/cases/0428-01.json,15
835018,Weller v. Advance-Rumely Thresher Co.,Washington Supreme Court,1931,https://static.case.law/wash/160/cases/0510-01.json,2
807241,Holcomb & Hoke Manufacturing Co. v. Auto Interurban Co.,Washington Supreme Court,1926,https://static.case.law/wash/140/cases/0581-01.json,3
4922996,Thompson v. City of Seattle,Washington Supreme Court,1949,https://static.case.law/wash-2d/35/cases/0124-01.json,6
796478,Roalsen v. Oregon Stevedoring Co.,Washington Supreme Court,1928,https://static.case.law/wash/147/cases/0672-01.json,1
823879,Gillum v. Pacific Coast Railroad,Washington Supreme Court,1929,https://static.case.law/wash/152/cases/0657-01.json,6
848096,Hines v. Foster,Washington Supreme Court,1932,https://static.case.law/wash/166/cases/0165-01.json,12
749716,Swanson v. Puget Sound Electric Railway,Washington Supreme Court,1921,https://static.case.law/wash/118/cases/0004-01.json,0
2587144,Cox v. Polson Logging Co.,Washington Supreme Court,1943,https://static.case.law/wash-2d/18/cases/0049-01.json,24
4987608,Porter v. Chicago Milwaukee St. Paul & Pacific Railroad,Washington Supreme Court,1953,https://static.case.law/wash-2d/41/cases/0836-01.json,6
2596208,Hopp v. Northern Pacific Railway Co.,Washington Supreme Court,1944,https://static.case.law/wash-2d/20/cases/0439-01.json,4
2596960,Carroll v. Union Pacific Railroad,Washington Supreme Court,1944,https://static.case.law/wash-2d/20/cases/0191-01.json,13
4949405,Watson v. Northern Pacific Railroad,Washington Supreme Court,1950,https://static.case.law/wash-2d/37/cases/0374-01.json,3
